ID,Título,Año,Director(es),Slug
160972,"Ojos que no ven",2004,"Santiago Bonavera",ojos-que-no-ven-2
2291,"Ojos que no ven",2008,"Ana Cacopardo, Santiago Bonavera, Beda Docampo Feijóo",ojos-que-no-ven-3
160976,"Otro destino",2005,"Ezequiel Solozabal, Sándalo Capelli",otro-destino
4839,"Otro destino",2007,"Amin Yoma, Sándalo Capelli",otro-destino-2
3732,"Pacto de silencio",2004,"Diego Velazquez Viard, Carlos Echeverría",pacto-de-silencio-2
160980,"Pacto de silencio",2005,"Carlos Echeverría",pacto-de-silencio
160982,"Paisaje",2001,"Lorena Fernández, Virginia Giacosa, Mónica Ross, Lucas Santa Ana, Alejandro Sirkin",paisaje
4534,"Paisaje",2008,"Ada Frontini, Matías Umpierrez, Jimena Blanco, Virginia Giacosa, Mónica Ross, Lucas Santa Ana, Alejandro Sirkin",paisaje-3
160983,"Paisaje",2013,"Matías Umpierrez",paisaje-2
160985,"Papá",2002,"Julián Batistuta, Nicolás Garbarz",papa
4571,"Papá",2011,"Sergio Quatraro, Julián Batistuta, Nicolás Garbarz",papa-2
160989,"Patagonia",1920,"José Bustamante y Ballivián",patagonia
4756,"Patagonia",1977,"Narcisa Hirsch, José Bustamante y Ballivián",patagonia-2
160995,"Peregrino",1992,"Vivian Imar",peregrino
6395,"Peregrino",2020,"Néstor Rodríguez Correa, Vivian Imar",peregrino-i
161013,"Póker de amantes para tres",1969,"Ramiro Cortés, Francisco Tarantini",poker-de-amantes-para-tres
1559,"Póker de amantes para tres",1971,"Carlos Lao, Francisco Tarantini",poker-de-amantes-para-tres-2
161026,"Pueblo chico",1919,"Edmo Cominetti",pueblo-chico-2
161025,"Pueblo chico",2003,"Fernán Rudnik",pueblo-chico
3057,"Pueblo chico",2005,"Martín Wain, Fernán Rudnik, Edmo Cominetti",pueblo-chico-3
161028,"Puertas adentro",2005,"Martín Carranza",puertas-adentro
161029,"Puertas adentro",2012,"Nicolás León Tannchen",puertas-adentro-2
5980,"Puertas adentro",2016,"Eugenio Caracoche, Nicolás León Tannchen, Martín Carranza",puertas-adentro-i
161035,"Punto final",1986,"Pablo Nisenson",punto-final
2475,"Punto final",2004,"H. Emmanuel Figueroa, Pablo Nisenson",punto-final-2
161039,"Puntos de vista",2003,"Sandra Gugliotta",puntos-de-vista
6686,"Puntos de vista",2018,"Florencia Wehbe, Sandra Gugliotta",puntos-de-vista-i
161041,"Pura sangre",2006,"Leo Ricciardi",pura-sangre
3712,"Pura sangre",2013,"Mauro Beccaría, Leo Ricciardi",pura-sangre-2
3062,"Rara",2016,"Pepa San Martín, Javier González",rara-2
161045,"Rara",Sin año,"Javier González",rara
161049,"Reflejos",2012,"Ignacio Verguilla, Mariela Perla Pietragalla",reflejos
7638,"Reflejos",2014,"Federico Larrosa, Emiliano Sette, Mariela Perla Pietragalla",reflejos-2
161053,"Remake",2001,"Adrián Ochoa",remake
4889,"Remake",2006,"Roger Gual, Adrián Ochoa",remake-2
161057,"Rojo",1992,"Paula Hernández",rojo
2728,"Rojo",2018,"Benjamín Naishtat, Paula Hernández",rojo-ii
161061,"Ruido",2004,"Marcelo Bertalmío",ruido
161062,"Ruido",2006,"Antonio Bejarano, Gustavo Daguerre, Martín Ibarra, Rodrigo Patiño",ruido-2
161063,"Ruido",2014,"Germán Ruiz",ruido-3
5082,"Ruido",2019,"Juana Varela, Germán Ruiz, Antonio Bejarano, Marcelo Bertalmío, Gustavo Daguerre, Martín Ibarra, Rodrigo Patiño",ruido-i
161065,"Salsipuedes",2001,"Manuel Méndez, Diego Rivera",salsipuedes
2384,"Salsipuedes",2012,"Mariano Luque, Manuel Méndez, Diego Rivera",salsipuedes-2
161067,"Sangre",2003,"Pablo César",sangre
2518,"Sangre",2020,"Juan Schnitman, Pablo César",sangre-i
161069,"Sangre en la boca",2008,"Hernán Belón",sangre-en-la-boca
7202,"Sangre en la boca",2015,"Hernán Belón",sangre-en-la-boca-2
161074,"Santos Vega",1936,"Luis José Moglia Barth",santos-vega
1767,"Santos Vega",1971,"Carlos F. Borcosque (h), Luis José Moglia Barth",santos-vega-3
4606,"Se necesita un hombre con cara de boludo",2005,"Grupo Humus, Agustín Gregori",se-necesita-un-hombre-con-cara-de-boludo-2
161081,"Se necesita un hombre con cara de boludo",2005,"Agustín Gregori",se-necesita-un-hombre-con-cara-de-boludo
161087,"Siesta",1998,"Julia Solomonoff",siesta
2938,"Siesta",2018,"David Chacón, Julia Solomonoff",siesta-i
3363,"Silencio",1994,"Martina Muñoz, Nicolás Zukerfeld",silencio-2
161089,"Silencio",2002,"Nicolás Zukerfeld",silencio
161100,"Sobre la tierra",1998,"Nicolás Sarquís",sobre-la-tierra
2265,"Sobre la tierra",2001,"María Florencia Álvarez, Nicolás Sarquís",sobre-la-tierra-2
161102,"Sofía",1987,"Alejandro Doria",sofia
1902,"Sofía",2005,"Matías Pérez, Alejandro Doria",sofia-2
161106,"Sola",1976,"Raúl de la Torre",sola-2
161107,"Sola",1979,"Alejandro Agresti",sola-2-2
161108,"Sola",2002,"Pedro Wallace",sola-3
1905,"Sola",2021,"Sabrina Blanco, Pedro Wallace, Raúl de la Torre, Alejandro Agresti",sola-ii
161109,"Sola",Sin año,"Sabrina Blanco",sola-i
161113,"Solo",2001,"Nicolás Kliczkowski",solo
161114,"Solo",2004,"Jimena Domínguez, Ximena González, Mirta Malceñido, Rosana Portales, Giselle Vitullo",solo-2
3806,"Solo",2019,"Artemio Benki, Jimena Domínguez, Nicolás Kliczkowski, Guillermo Rocamora, Ximena González, Mirta Malceñido, Rosana Portales, Giselle Vitullo",solo-i
1928,"Sombras de Buenos Aires",1923,"Julio Irigoyen",sombras-de-buenos-aires-2
161119,"Sombras de Buenos Aires",1939,"Julio Irigoyen",sombras-de-buenos-aires
161121,"Soñar no cuesta nada",1941,"Luis César Amadori",sonar-no-cuesta-nada
1951,"Soñar no cuesta nada",2006,"Rodrigo Triana, Luis César Amadori",sonar-no-cuesta-nada-2
161125,"Superficies",2013,"Martín Aliaga",superficies
9723,"Superficies",2020,"Cristina Motta, Martín Aliaga",superficies-i
161128,"Tango",1998,"Carlos Saura",tango-2-2
2270,"Tango",2005,"Alberto Cortés, Carlos Saura",tango-3
1674,"Tango argentino",1900,"Eugenio Py, Simón Feldman",tango-argentino-2
161130,"Tango argentino",1969,"Simón Feldman",tango-argentino
161132,"Tarde",2005,"Bernardo Francese, Ignacio Laxalde",tarde
4607,"Tarde",Sin año,"Santiago Palavecino, Ignacio Laxalde",tarde-2
161136,"Tiempo muerto",2010,"Baltazar Tokman, Iván Tokman",tiempo-muerto
7437,"Tiempo muerto",2016,"Víctor Postiglione, Baltazar Tokman, Iván Tokman",tiempo-muerto-2
161144,"Tinta roja",1998,"Carmen Guarini, Marcelo Céspedes",tinta-roja
2211,"Tinta roja",2006,"Agustina Gurevich, Marcelo Céspedes",tinta-roja-2
161146,"Tiro de gracia",1969,"Ricardo Becher",tiro-de-gracia
1769,"Tiro de gracia",2013,"Nicolás Lidijover, Ricardo Becher",tiro-de-gracia-2
161154,"Torino",2001,"Hernán Goldfrid",torino
2731,"Torino",2010,"Agustín Rolandelli, Hernán Goldfrid",torino-2
161156,"Tres",2013,"Iván Iannamico, Juan Flores",tres
8348,"Tres",Sin año,"Diego Schipani, Juan Flores",tres-i
161160,"Ulises",1975,"Juan Bautista Stagnaro",ulises
3358,"Ulises",2011,"Oscar Godoy, Juan Bautista Stagnaro",ulises-2
161162,"Un día",2005,"Fernando Balihaut",un-dia
5784,"Un día",2013,"Germán Ruiz, Fernando Balihaut",un-dia-2
5908,"Un género difícil",2006,"Gisela Canggiani, Pablo Alejandro Girola",un-genero-dificil-2
161164,"Un género difícil",2006,"Pablo Alejandro Girola",un-genero-dificil
161167,"Un guapo del 900",1960,"Leopoldo Torre Nilsson",un-guapo-del-900-2
933,"Un guapo del 900",1971,"Lautaro Murúa, Leopoldo Torre Nilsson",un-guapo-del-900-3
4603,"Un mantel escocés",2004,"Grupo Humus, Agustín Gregori",un-mantel-escoces-2
161169,"Un mantel escocés",2004,"Agustín Gregori",un-mantel-escoces
161171,"Una excursión a los indios ranqueles",1963,"Derlis M. Beccaglia",una-excursion-a-los-indios-ranqueles
698,"Una excursión a los indios ranqueles",1965,"Derlis M. Beccaglia",una-excursion-a-los-indios-ranqueles-2
161173,"Unheimlich",2006,"Pablo Baltera",unheimlich
5794,"Unheimlich",2019,"Emilio López, Pablo Baltera",unheimlich-i
161175,"Vecinas",1984,"María Victoria Menis",vecinas
3354,"Vecinas",2003,"Manuel Lorenzo, María Victoria Menis",vecinas-2
3999,"Ventana",1975,"Claudio Caldini, Pablo Javier Damonte",ventana-2
161179,"Ventana",2002,"Pablo Javier Damonte",ventana
161188,"Victoria",2004,"Santiago Villarroel, Hugo Curletto",victoria
161189,"Victoria",2006,"Maria Sol Ortolochipi, María Sol Portillo Arias",victoria-2
5863,"Victoria",2008,"Adrián Jaime, Santiago Villarroel, Juan Villegas, María Sol Portillo Arias, Hugo Curletto",victoria-3
161195,"Volver",1982,"David Lipszyc",volver
2078,"Volver",2002,"Matías Caivano, David Lipszyc",volver-i
161199,"Ya tiene comisario el pueblo",1936,"Claudio Martínez Payva, Eduardo Morera",ya-tiene-comisario-el-pueblo
2031,"Ya tiene comisario el pueblo",1967,"Enrique Carreras, Eduardo Morera",ya-tiene-comisario-el-pueblo-2
161201,"Yarará",2013,"Rocío Caliri, Melina Marcow",yarara
8243,"Yarará",2015,"Sebastián Sarquís, Melina Marcow",yarara-i
